cod_cliente;nome_completo;email;tipo_cliente;data_inclusao;horario_inclusao;cpfcnpj;data_nascimento;endereco.2;cep
454;Lorena Rodrigues;maria-alicecostela@example.net;PF;12/09/2022;13:27:00;547.826.319-28;19/05/1949; PR;17495865
471;Ana Sophia Rodrigues;lara41@example.com;PF;20/10/2022;16:02:00;826.405.931-70;27/02/1979; MA;10973112
494;Raquel Rodrigues;ppires@example.net;PF;05/09/2019;11:39:00;609.245.183-24;23/01/1949; PR;34903374
527;Yasmin Rodrigues;tbarros@example.net;PF;10/08/2015;12:14:00;296.407.315-52;15/02/1966; SE;48563639
681;Rafael Rodrigues;pedro11@example.com;PF;23/07/2018;13:19:00;391.450.267-34;30/11/1943; SP;43914408
740;Ana Júlia Rodrigues;peixotomirella@example.com;PF;12/11/2019;12:14:00;671.825.943-82;26/09/1957; PB;42264376
955;Daniel Rodrigues;cardosovalentina@example.net;PF;28/03/2020;14:02:00;742.915.036-52;23/06/1966; PB;99955777
963;Pietra Rodrigues;enzo-gabrielgoncalves@example.com;PF;13/06/2022;15:07:00;916.805.342-89;20/02/1966; PB;22647853
107;André das Neves;qcunha@example.net;PF;19/04/2020;12:09:00;983.617.452-46;03/01/1984; SE;27706384
134;Maria Vitória das Neves;natalia68@example.com;PF;11/06/2013;11:41:00;187.094.365-10;27/07/1987; PR;10557284
146;Kaique das Neves;henriquefreitas@example.net;PF;27/06/2010;10:33:00;479.126.835-00;26/10/1995; RJ;79069920
186;Maria Fernanda das Neves;fariasdavi@example.net;PF;21/02/2022;15:05:00;673.952.081-02;27/04/1996; AP;80368790
280;Marcelo das Neves;ymartins@example.com;PF;20/04/2017;14:07:00;520.798.164-11;06/12/1994; AL;97755778
346;Ian das Neves;giovanna21@example.net;PF;02/03/2019;11:07:00;895.364.710-00;11/05/1948; AM;54965372
368;Agatha das Neves;marina82@example.net;PF;03/03/2016;13:31:00;285.094.317-79;19/08/1995; AL;22657163
373;Matheus das Neves;ribeirovitoria@example.com;PF;19/07/2013;15:18:00;501.384.729-04;18/07/1972; MS;71829681
384;Levi das Neves;otavio49@example.net;PF;10/03/2022;13:20:00;860.597.234-38;19/02/1968; MS;20679948
398;Anthony das Neves;lorenzomoraes@example.com;PF;16/02/2022;14:30:00;069.243.187-03;06/11/1988; MA;97811552
582;Enzo das Neves;lucascorreia@example.net;PF;21/02/2013;11:58:00;390.245.168-89;16/07/1969; BA;55858197
656;Isabel das Neves;wpeixoto@example.net;PF;20/02/2019;12:24:00;915.860.432-42;13/01/1963; SP;59101561
694;Sophie das Neves;agathada-rocha@example.org;PF;07/04/2022;14:35:00;125.043.687-71;29/04/1999; PE;26812022
781;Luiz Henrique das Neves;alvesbruna@example.net;PF;23/09/2014;11:27:00;459.871.326-73;28/11/1975; RS;50116459
862;Kaique das Neves;leandroporto@example.net;PF;07/11/2017;11:35:00;297.035.814-04;11/02/1949; GO;26806550
914;Enzo das Neves;helena00@example.org;PF;11/11/2017;11:08:00;139.820.675-02;28/04/2006; AM;60188798
944;Lorenzo das Neves;fnovaes@example.org;PF;09/05/2020;11:42:00;076.829.154-20;27/04/1985; BA;55765821
139;Júlia Cavalcanti;ofogaca@example.org;PF;23/09/2016;14:05:00;798.140.625-02;21/03/1997; AP;39833273
158;Leonardo Cavalcanti;luiz-otavioporto@example.net;PF;22/10/2018;15:47:00;429.061.875-85;25/11/2006; SP;26418948
172;Camila Cavalcanti;yagodias@example.com;PF;20/06/2020;15:24:00;054.629.781-11;30/08/1958; DF;23385183
231;Stella Cavalcanti;novaesmirella@example.org;PF;25/06/2012;11:43:00;207.415.369-43;15/12/1982; AM;30778558
306;Ana Lívia Cavalcanti;teixeiraigor@example.org;PF;23/05/2012;12:11:00;345.170.986-48;13/05/1973; CE;80854977
400;Maria Sophia Cavalcanti;nunesenrico@example.org;PF;21/04/2018;15:16:00;843.692.517-37;02/04/1955; RS;88267114
478;Theo Cavalcanti;novaesian@example.net;PF;03/06/2022;10:52:00;026.817.943-31;03/10/1944; GO;49158046
514;Carolina Cavalcanti;souzanoah@example.net;PF;20/01/2021;11:35:00;643.058.172-17;27/06/1943; MS;41606515
551;Kamilly Cavalcanti;xcosta@example.com;PF;13/03/2018;11:48:00;801.765.492-85;25/08/1945; PB;11817226
721;Ryan Cavalcanti;stella50@example.com;PF;17/07/2022;14:30:00;396.147.052-99;24/12/1990; TO;87324761
759;Caio Cavalcanti;mendesbrenda@example.com;PF;02/01/2022;14:41:00;713.480.965-00;07/02/1991; MA;72563332
909;Rafael Cavalcanti;sabrinapeixoto@example.org;PF;04/01/2019;13:26:00;261.438.509-33;31/05/1972; RR;12331285
929;Lucas Cavalcanti;enzoporto@example.com;PF;27/02/2019;13:07:00;679.183.052-21;19/10/1966; SE;37186965
939;Eduardo Cavalcanti;nicolas66@example.org;PF;13/12/2022;13:16:00;948.376.150-66;25/03/1959; RR;42099413
942;Heitor Cavalcanti;rgoncalves@example.com;PF;24/10/2015;15:54:00;670.382.591-21;15/11/1949; RS;46154666
977;Bryan Cavalcanti;maria-cecilia77@example.com;PF;15/12/2018;13:03:00;264.091.537-16;12/09/1975; MS;27938464
999;Vicente Cavalcanti;das-neveslucca@example.com;PF;25/08/2017;15:13:00;793.065.481-84;02/03/1972; SE;90205329
61;Matheus Gonçalves;joao-lucasdas-neves@example.org;PF;19/11/2015;15:34:00;347.621.509-16;03/08/1951; PA;27808532
141;Ana Lívia Gonçalves;nathan09@example.com;PF;10/05/2012;13:49:00;108.379.564-39;22/06/1963; ES;55263600
313;Helena Gonçalves;anunes@example.org;PF;22/08/2022;13:17:00;937.684.510-20;30/12/1981; AP;81315884
437;Erick Gonçalves;catarinacardoso@example.net;PF;27/10/2022;11:52:00;508.274.931-50;16/11/1985; PA;05964403
469;Maria Sophia Gonçalves;heitorsouza@example.net;PF;27/09/2018;11:50:00;138.096.254-42;18/05/1974; PI;79618894
540;Stella Gonçalves;vitor-gabrielcunha@example.net;PF;07/12/2018;16:22:00;207.936.851-68;16/08/1993; PA;25815457
563;Lívia Gonçalves;rcarvalho@example.org;PF;10/07/2021;11:51:00;310.965.247-16;07/10/1963; AL;58701124
589;Anthony Gonçalves;vcunha@example.org;PF;13/09/2018;13:09:00;804.267.913-04;11/04/1978; MG;15001358
631;Vitor Hugo Gonçalves;nicolesouza@example.com;PF;10/12/2010;15:06:00;465.270.389-92;24/07/1955; SC;57442026
659;Vicente Gonçalves;isiscunha@example.org;PF;22/09/2011;14:33:00;325.904.168-06;14/12/1955; SE;65755758
827;Thales Gonçalves;oaraujo@example.org;PF;24/10/2022;14:44:00;124.307.956-80;22/09/1958; ES;50201054
897;Gustavo Gonçalves;clariceduarte@example.net;PF;07/12/2016;11:46:00;346.529.801-24;14/04/1952; AM;92732966
87;Diogo Nascimento;vcostela@example.net;PF;08/07/2020;14:09:00;397.420.186-69;13/04/1993; PA;51797436
126;Vinicius Nascimento;tgomes@example.net;PF;25/07/2017;12:04:00;391.687.402-04;30/03/1965; BA;85510255
170;Letícia Nascimento;pedro65@example.com;PF;15/12/2022;16:01:00;534.968.102-89;08/04/1961; AM;58593834
235;João Vitor Nascimento;ramosdiego@example.com;PF;01/06/2018;13:05:00;805.319.427-32;09/03/1951; DF;63334006
267;Milena Nascimento;fogacagustavo@example.net;PF;12/09/2022;11:33:00;638.940.725-47;20/10/1983; PR;85923196
283;Vitória Nascimento;hda-costa@example.org;PF;13/10/2018;12:41:00;965.142.738-82;05/01/1981; PB;88118294
370;Camila Nascimento;araujocaue@example.org;PF;08/07/2022;13:14:00;027.465.398-29;25/12/1954; RJ;10958170
535;Anthony Nascimento;mda-rosa@example.org;PF;06/09/2014;13:52:00;369.478.210-96;05/06/1982; RR;72930493
558;Valentina Nascimento;lorenzoda-mota@example.com;PF;23/08/2021;12:15:00;530.978.214-14;08/11/1988; RR;87493182
596;Marina Nascimento;catarina49@example.net;PF;06/08/2022;13:27:00;735.160.948-93;28/01/1960; PR;89659956
752;Isaac Nascimento;pintoandre@example.com;PF;28/10/2017;15:26:00;850.326.417-07;03/01/1962; RO;03366293
35;Caio da Conceição;xaraujo@example.com;PF;11/09/2015;12:06:00;691.534.802-60;24/06/1965; MA;06463522
93;Yasmin da Conceição;isabellypeixoto@example.com;PF;27/10/2021;11:09:00;617.839.540-00;03/06/1980; AM;98928640
118;Letícia da Conceição;ada-mata@example.net;PF;14/04/2022;12:33:00;564.210.389-05;01/07/2004; MS;62039437
162;Ana Carolina da Conceição;bruno11@example.com;PF;15/11/2012;11:37:00;426.875.319-28;06/08/1981; RJ;80497612
311;Clara da Conceição;pda-paz@example.org;PF;13/10/2021;12:56:00;927.458.036-38;25/08/1952; RR;08342543
325;Enrico da Conceição;maria-julia86@example.org;PF;14/04/2014;15:34:00;356.179.240-52;31/03/1945; AM;13633730
339;Luana da Conceição;ssantos@example.com;PF;13/10/2019;15:10:00;149.072.586-58;13/04/1944; GO;72374771
453;Joaquim da Conceição;kaique18@example.org;PF;14/01/2022;13:16:00;529.761.483-09;28/11/1988; GO;82998298
541;Mirella da Conceição;samuelmoura@example.net;PF;25/04/2019;13:04:00;479.068.315-00;29/05/1992; TO;73849470
594;Alexandre da Conceição;oliveirathomas@example.com;PF;26/11/2019;14:01:00;692.384.157-73;07/07/1998; MA;91422196
629;Samuel da Conceição;ana-laura75@example.com;PF;15/06/2018;13:15:00;597.183.420-79;09/02/1943; AC;61134341
643;Júlia da Conceição;larissa33@example.com;PF;26/03/2022;10:46:00;573.916.402-80;26/04/1961; AP;88015872
671;Carlos Eduardo da Conceição;alexandre92@example.net;PF;09/08/2021;16:15:00;419.076.238-50;19/12/1969; GO;75614912
730;Bárbara da Conceição;enzo-gabrielcardoso@example.com;PF;02/05/2019;11:22:00;019.385.267-59;06/03/1966; SC;08264521
772;Daniel da Conceição;raquel97@example.com;PF;08/06/2017;11:13:00;240.581.396-33;20/07/1971; MS;55045265
837;Theo da Conceição;ninacastro@example.org;PF;18/03/2014;10:30:00;058.734.129-79;03/06/1944; RR;88159361
845;Pedro Lucas da Conceição;silveirabruno@example.com;PF;16/12/2020;15:14:00;347.028.591-88;12/12/1943; PE;36211005
853;Milena da Conceição;ribeirodanilo@example.net;PF;21/11/2020;11:32:00;870.534.912-50;22/04/1999; RO;15386938
